date,time,headline,datetime,neg,neu,pos,sentiment_score
2023-09-25,04:57AM,"Disney, Netflix, Other Media Stocks Rise With End in Sight for Hollywood Writers Strike",2023-09-25 04:57:00,0.103,0.897,0.0,-0.128
2023-09-24,07:30AM,You Don't Have to Pick a Winner in Streaming Services. Here's Why.,2023-09-24 07:30:00,0.0,0.725,0.275,0.5859
2023-09-24,05:10AM,"3 Incredible Growth Stocks That Could Climb 22% or More, According to Wall Street",2023-09-24 05:10:00,0.0,0.822,0.178,0.3818
2023-09-23,10:15AM,Where Will Roku Stock Be in 5 Years?,2023-09-23 10:15:00,0.0,1.0,0.0,0.0
2023-09-23,06:54AM,12 Best Streaming and TV Stocks To Buy Now,2023-09-23 06:54:00,0.0,0.656,0.344,0.6369
2023-09-23,01:09AM,"UPDATE 1-No deal yet as Hollywood writers, studios talk for third straight day",2023-09-23 01:09:00,0.0,0.863,0.137,0.2263
2023-09-22,11:57PM,"No deal yet as Hollywood writers, studios talk for third straight day",2023-09-22 23:57:00,0.156,0.709,0.135,-0.0772
2023-09-22,04:07PM,"Netflix Faces Near-Term Headwinds In Advertising, Content",2023-09-22 16:07:00,0.0,1.0,0.0,0.0
2023-09-22,11:59AM,Amazon to join peers with ads on streaming services,2023-09-22 11:59:00,0.0,0.642,0.358,0.4404
2023-09-22,11:28AM,Amazon Prime Video Will Feature Ads Starting Next Year,2023-09-22 11:28:00,0.0,0.825,0.175,0.1779
2023-09-22,10:32AM,An End to the Hollywood Writers Strike Could Be in Sight. Talks Continue Today.,2023-09-22 10:32:00,0.103,0.897,0.0,-0.128
2023-09-22,09:13AM,"Amazon to Introduce Ads on Prime Video in 2024, Offers Ad-Free Option for Extra Cost",2023-09-22 09:13:00,0.0,0.892,0.108,0.1779
2023-09-22,08:49AM,Amazon to include ads on Prime Video for first time,2023-09-22 08:49:00,0.0,0.841,0.159,0.1779
