sentiment_score
0.594525
0.20112000000000002
0.148
0.0
0.0
0.27225
0.1053695652173913
-0.039333333333333324
-0.02563333333333333
0.1537
0.3021
-0.05367500000000003
-0.16044999999999998
0.0
-0.0353
0.07636
0.09176
0.2023
